ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
449239,Koregaon Park,Pune,A1 Restaurant,300.0,2.9,80,North Indian,Koregaon Park,52
449242,Navrangpura,Ahmedabad,Shaolin Panda,400.0,2.9,80,Chinese,Navrangpura,46
449312,Viman Nagar,Pune,Sizzling Wok,300.0,2.9,80,"Chinese,Desserts",Viman Nagar,67
449361,Koregaon Park,Pune,Nagpur Saoji Black Curry,600.0,2.9,80,Indian,Koregaon Park,53
449364,Kestopur,Kolkata,Food Picasso,300.0,2.9,80,"American,Salads,Beverages",Kestopur,81
449372,Kothrud,Pune,Cafe Doraemon,200.0,2.9,80,"Pizzas,Chinese",Kothrud,64
449395,Perambur,Chennai,Arcot Biriyani,150.0,2.9,80,Indian,Perambur,71
449407,Kalyani Nagar,Pune,Hotel Sai Shivneri,250.0,2.9,80,"North Indian,Chinese,Biryani,Beverages",Kalyani Nagar,50
449427,Kothapet & Dilsukhnagar,Hyderabad,Bhaijaan'S Avenue,280.0,2.9,80,"North Indian,Seafood,Indian",Kothapet & Dilsukhnagar,32
449428,Nibm Post Office Road,Pune,Kolkata Kitchen,400.0,2.9,80,"North Indian,Tandoor,Fast Food",Kondhwa,73
449454,Piplod,Surat,The Hidden Wok,200.0,2.9,80,Chinese,Piplod,60
449569,Charminar,Hyderabad,Bilaad Eatery,275.0,2.9,80,Pizzas,Charminar,53
449646,Egmore,Chennai,Taj Mugalai Since 1981,250.0,2.9,80,"Chinese,Arabian",Egmore,36
449713,Swargate,Pune,Bread Bash,300.0,2.9,80,"Italian,Beverages",Swargate,38
449737,Naranpura,Ahmedabad,Edr Cafe,200.0,2.9,80,Beverages,Naranpura,50
449740,Rohini,Delhi,Shahi Chiken Corner,350.0,2.9,80,Indian,Rohini,60
449775,Villivakkam,Chennai,Pizza Stone,350.0,2.9,80,"Pizzas,Combo",Villivakkam,70
449869,Basavanagudi,Bangalore,Nisarga Restaurant,300.0,2.9,80,"North Indian,Chinese,Snacks",Basavanagudi,53
449962,Indiranagar,Bangalore,Cafe Grey By Dongle & Co,450.0,2.9,80,"Beverages,Pizzas,Fast Food,Bakery,Desserts",Indiranagar,63
449996,Koramangala,Bangalore,Appu'S Donne Biryani,400.0,2.9,80,Biryani,Koramangala,57
450002,Sainik Vihar Pritampura,Delhi,Tandoori Junction,350.0,2.9,80,"North Indian,Tandoor,Thalis,Beverages",Rohini,48
450029,Malleshwaram,Bangalore,Hokart - Sri Vinayaka Chats,120.0,2.9,80,"Chaat,Street Food,Snacks,Indian",Malleshwaram,59
450067,Rohini,Delhi,The Special Cheeseyest Pizza,200.0,2.9,80,"Pizzas,Fast Food",Rohini,60
450110,Kothapet & Dilsukhnagar,Hyderabad,Grillistan,300.0,2.9,80,"Arabian,Fast Food,Pizzas,Snacks,Beverages",Kothapet & Dilsukhnagar,39
450125,Piplod,Surat,Citro Bake House,200.0,2.9,80,Bakery,Piplod,64
450212,Park Circus,Kolkata,Amigo'S Corner,300.0,2.9,80,"Chinese,Indian,Pizzas,Pastas,Biryani,Desserts",New Area,72
450219,Purasawalkam,Chennai,New Hotel Madina Biriyani,300.0,2.9,80,"Indian,Chinese,Combo",Purasawalkam,49
450316,Dumdum,Kolkata,Starter Barter,500.0,2.9,80,"Chinese,Seafood",Dumdum,85
450352,Lake Town,Kolkata,Aamio Bengali Restaurant,200.0,2.9,80,"Bangladeshi,Bengali",Lake Town,79
450484,Rohini,Delhi,The Special Roll,200.0,2.9,80,Snacks,Rohini,45
450510,Rohini,Delhi,Pradeep Egg Center,500.0,2.9,80,Snacks,Rohini,47
450523,South Kolkata,Kolkata,Cafe Sabrosa,500.0,2.9,80,Fast Food  Continental  Beverages,South Kolkata,64
450524,Koregaon Park,Pune,Food Pride,40.0,2.9,80,"Fast Food,Snacks,Bakery",Koregaon Park,48
450540,Navrangpura,Ahmedabad,William John'S Pizza,400.0,2.9,80,"Pizzas,Italian,Combo",Navrangpura,37
450571,Chembur,Mumbai,Freezo Cakes,200.0,2.9,80,Bakery,Chembur,58
450588,Himayath Nagar,Hyderabad,Norfest - The Dhaba,250.0,4.2,50,Indian,Himayath Nagar,35
450610,Indiranagar,Bangalore,Prm Biryani,400.0,2.9,80,Biryani,Indiranagar,56
450654,Charminar,Hyderabad,Pista House Bakery Kotla,200.0,4.3,100,"Fast Food,Continental,Pizzas,Snacks",Charminar,46
450692,Kestopur,Kolkata,Biryani Bowl,400.0,2.9,80,"Biryani,Indian",Lake Town,87
450694,Perambur,Chennai,Ambur Masha Allah Briyani,400.0,2.9,80,Biryani,Perambur,56
450781,South Kolkata,Kolkata,Lama'S Food Centre,200.0,2.9,80,"Chinese,Fast Food",South Kolkata,68
450811,Swargate,Pune,Jayashree Pavbhaji And Juice Bar,200.0,2.9,80,"Street Food,Beverages",Swargate,45
450868,Nallakunta & Vidyanagar,Hyderabad,All About Garlic Bread,300.0,2.9,80,Fast Food,Nallakunta & Vidyanagar,43
450935, Begumpet,Hyderabad,The Hide Away Cafe,480.0,2.9,80,Chinese,Begumpet,67
450971,Perambur,Chennai,Red E Drop Zone,1000.0,2.9,80,"Chinese,Seafood",Perambur,54
451020,Matunga Wadala,Mumbai,Jenny'S Brownies,300.0,2.9,80,"Desserts,Beverages",Matunga Wadala,52
451031,Matunga Wadala,Mumbai,Miami Shakes & More,300.0,2.9,80,"Desserts,Beverages",Matunga Wadala,46
451036,Matunga Wadala,Mumbai,Miami Waffle & Jawbreakers,300.0,2.9,80,Bakery  Desserts  Beverages,Matunga Wadala,45
451038,Sangvi,Pune,The House Of Momos,200.0,2.9,80,Chinese,Sangvi,65
451039,Matunga Wadala,Mumbai,New York Waffle & Dinges,300.0,2.9,80,Desserts  Beverages,Matunga Wadala,46
451045,Matunga Wadala,Mumbai,Starboy Pizza & Shakes,400.0,2.9,80,Pizzas  Fast Food  Desserts,Matunga Wadala,47
451047,Matunga Wadala,Mumbai,Wack Waffle & Brownies,300.0,2.9,80,Desserts  Beverages,Matunga Wadala,46
451060,Matunga Wadala,Mumbai,Winner Pizza (Fresh Dough),400.0,2.9,80,"Pizzas,Italian,Desserts,Beverages",Matunga Wadala,48
451098,Sarthana,Surat,Ajay S,200.0,2.9,80,"Italian,North Indian",Sarthana,62
451101,South Kolkata,Kolkata,Shawarma Nation,300.0,4.7,20,"Middle Eastern,Fast Food,Lebanese",South Kolkata,65
451104,Kalyani Nagar,Pune,Nothing But Chicken,400.0,2.9,80,"Salads,Raw meats",Kalyani Nagar,52
451114,Piplod,Surat,Lazzetti,300.0,2.9,80,Lebanese,Piplod,67
451161,Kothrud,Pune,Biryanikar,300.0,2.9,80,"Biryani,Beverages,Ice Cream,Sweets",Kothrud,84
451188,Alipore,Kolkata,Salt N Spice,350.0,2.9,80,"Fast Food,Beverages,Snacks,Chinese,Ice Cream,Combo",Alipore,65
451194,Kothapet & Dilsukhnagar,Hyderabad,Al-Madina Chinese Fast Food And Arabian Shawarma,300.0,2.9,80,Chinese,Kothapet & Dilsukhnagar,32
451276,Aundh,Pune,Cafe Sky,420.0,2.9,80,"Chinese,Juices",Aundh,36
451331,Naroda,Ahmedabad,Chicken Express,300.0,2.9,80,Chinese,Naroda,58
451353,Villivakkam,Chennai,Pizza Cottage,300.0,2.9,80,"Pizzas,Fast Food,Beverages",Villivakkam,68
451361,Athwa,Surat,Urban King,200.0,2.9,80,"Gujarati,Chinese,North Indian",Athwa,40
451366,Salunkhe Vihar Road,Pune,Nutrihunger,350.0,2.9,80,Healthy Food,Wanwadi,67
451410,Athwa,Surat,Zam Zam Nan Chap,150.0,2.9,80,Indian,Athwa,38
451422,Bibwewadi,Pune,Cake Creation The Cake Shop And Cafe,300.0,2.9,80,Bakery,Bibwewadi,68
451454,Matunga Wadala,Mumbai,Donut Hub,250.0,2.9,80,Desserts,Matunga Wadala,49
451481,Athwa,Surat,Hotel Sainath,200.0,2.9,80,"Rajasthani,Gujarati,Indian,Punjabi,Snacks,Beverages",Athwa,46
451489,Navrangpura,Ahmedabad,Wok On Fire - Indo Chinese - Pan Asian,500.0,4.8,50,"Chinese,Thai,Asian",Navrangpura,40
451508,Rohini,Delhi,Dilli Meri Jaan,350.0,2.9,80,"Chinese,Indian",Rohini,45
451515,Central Kolkata,Kolkata,Bharat Biryani,350.0,2.9,80,"Biryani,Indian,Combo",Central Kolkata,70
451543,Nallakunta & Vidyanagar,Hyderabad,Brook Bite Brownie,200.0,2.9,80,Desserts,Nallakunta & Vidyanagar,44
451561,Kothrud,Pune,Hotel Shraddha Veg And Nonveg,300.0,2.9,80,"North Indian,Biryani",Kothrud,60
451592,Nsp,Delhi,The Tribbiani'S Pizzeria,450.0,2.9,80,"Pizzas,Italian,Beverages",Nsp,59
451612,Tarnaka  Nacharam & Malkajigiri,Hyderabad,Yummy And Cakes Fast Food,200.0,2.9,80,Bakery  Snacks,Tarnaka  Nacharam & Malkajigiri,71
451641,Vadapalani,Chennai,Arabian Paradise,250.0,2.9,80,"Arabian,Tandoor,Grill",Vadapalani,77
451644,Aundh,Pune,Chimichurri - All Day Asian Diner,1000.0,2.9,80,"Pan-Asian,Beverages,Chinese",Aundh,50
451712,Kothrud,Pune,The Feelia Cafe,300.0,2.9,80,Beverages,Kothrud,60
451738,Sinhgad Road,Pune,Kalandini Chinese,220.0,2.9,80,Chinese,Sinhgad Road,70
451785,T Nagar,Chennai,Murugappa Mess,1.0,2.9,80,"South Indian,Indian,Desserts",T Nagar,73
451897,Kondhwa,Pune,Gausiya Restaurant,200.0,2.9,80,"Indian,Biryani",Kondhwa,74
451905,Chembur,Mumbai,New Banglore Iyengars Bakery,400.0,2.9,80,"Bakery,Snacks",Chembur,47
451927,Vishrantwadi,Pune,Yash Chinese Center,250.0,2.9,80,Chinese,Vishrantwadi,58
451954,Salunkhe Vihar Road,Pune,Kebstha,350.0,2.9,80,Indian,Wanwadi,65
451978,Rohini,Delhi,Hyderabadi Biryani,350.0,2.9,80,"Biryani,Indian,Chinese,Beverages",Rohini,47
451989,Rohini,Delhi,Hyderabadi Handi Biryani,350.0,2.9,80,North Indian,Rohini,40
452003,Kothrud,Pune,Hot'S Chaines & Momos,200.0,2.9,80,"Chinese,Beverages",Kothrud,68
452049,Dumdum,Kolkata,Mai Aur Meri Chai,200.0,2.9,80,"Fast Food,Italian,Chinese",Dumdum,77
452070,Kothapet & Dilsukhnagar,Hyderabad,Military Xpress,300.0,2.9,80,South Indian,Kothapet & Dilsukhnagar,73
452169,Isanpur,Ahmedabad,Tandoor Chicken,70.0,2.9,80,Tandoor,Isanpur,76
452178,Himayath Nagar,Hyderabad,Jaihind Biryani (No Halal),400.0,2.9,80,Indian,Himayath Nagar,36
452272,Central Bangalore,Bangalore,Nawabi Khana,300.0,2.9,80,"Arabian,Biryani",Central Bangalore,40
452292,Sion Bhakti Park,Mumbai,Shubham Fast Food,300.0,2.9,80,Chinese,Sion Bhakti Park,54
452303,Shivaji Nagar,Pune,Mr.Idli,200.0,2.9,80,"South Indian,Fast Food",Shivaji Nagar,37
452320,Sanitytestarea,Kolkata,Caffe Crema,250.0,2.9,80,Beverages  Fast Food  Mexican  Indian  Snacks,New Area,79
452322,Chembur,Mumbai,Its Shawarma,250.0,2.9,80,"Lebanese,Kebabs,Salads,Healthy Food",Chembur,48
452346,Shivaji Nagar,Pune,Swagat Veg Non Veg,200.0,2.9,80,"North Indian,Biryani,Tandoor,Kebabs",Shivaji Nagar,49
452374,Himayath Nagar,Hyderabad,Dharu Snacks,350.0,2.9,80,"Indian,Combo",Himayath Nagar,34
452377,Kothrud,Pune,The Choco World,200.0,2.9,80,Beverages,Kothrud,60
452544,Navrangpura,Ahmedabad,Paaji De Parathe,200.0,2.9,80,North Indian,Navrangpura,45
452599,Himayath Nagar,Hyderabad,Bhagyalaxmi Dhaba,250.0,2.9,80,Indian  Chinese  Combo,Himayath Nagar,36
452621,Navrangpura,Ahmedabad,Chaap Story,200.0,2.9,80,North Indian,Navrangpura,46
452624,Vastrapur,Ahmedabad,1000 Spicy,350.0,2.9,80,Indian,Vastrapur,46
452629,Kurla,Mumbai,Getawhey - Healthy Ice Creams,250.0,2.9,80,"Desserts,Ice Cream",Kurla,44
452673,Shivaji Nagar,Pune,Om Sadguru Snacks Center,120.0,2.9,80,"South Indian,Snacks",Shivaji Nagar,34
452723,Rohini,Delhi,Lajawab Biryani Corner,350.0,2.9,80,"Biryani,Chinese",Rohini,39
452730,Banjarahills,Hyderabad,Grand Chicken Haleem,150.0,2.9,80,Hyderabadi,Red Hills,46
452742,Kothrud,Pune,Cheese And Crust,300.0,2.9,80,"Pizzas,Fast Food,Beverages",Kothrud,69
452752,Kothapet & Dilsukhnagar,Hyderabad,Vaishnavi Tiffins Meals Fast Food,360.0,2.9,80,Chinese,Kothapet & Dilsukhnagar,49
452795,Hatibagan,Kolkata,Damurs,600.0,2.9,80,"Indian,Chinese,Snacks",Hatibagan,51
452843,Ameerpet,Hyderabad,Raagam Foods,300.0,2.9,80,Biryani,Ameerpet,73
452847,Ameerpet,Hyderabad,Sonu De Snacks,150.0,2.9,80,Pizzas  North Indian  Fast Food,Ameerpet,77
452853,Banjara Hills,Hyderabad,Bijing Chef,180.0,2.9,80,Chinese,Banjara Hills,57
452858,Kothapet & Dilsukhnagar,Hyderabad,Mana Inti Ruchulu,200.0,2.9,80,Indian,Kothapet & Dilsukhnagar,56
453146,Indiranagar,Bangalore,Happy Kydz Cafe,200.0,2.9,80,"Fast Food,Beverages",Indiranagar,61
453197,Dumdum,Kolkata,Kathleen Cake Shop,200.0,2.9,80,Bakery  Fast Food  Snacks,Dumdum,71
453201,Tarnaka  Nacharam & Malkajigiri,Hyderabad,Sm Cake O Clock Bakers,400.0,2.9,80,Bakery  Fast Food,Tarnaka  Nacharam & Malkajigiri,70
453234,Royapettah,Chennai,Meat Com,400.0,2.9,80,North Indian,Royapettah,45
453249,Lake Town,Kolkata,The Food Tower,250.0,2.9,80,"Indian,Chinese,Combo",Lake Town,74
453302,Viman Nagar,Pune,Ikk Punjab,500.0,2.9,80,"North Indian,Chinese,Desserts",Viman Nagar,67
453310,Koramangala,Bangalore,Lovespell Ice Creams,200.0,2.9,80,"Ice Cream,Beverages",Koramangala,56
453319,Swargate,Pune,King Of Chinese,200.0,2.9,80,Chinese,Swargate,48
453346,Mehdipatnam,Hyderabad,Food Planet Restaurant,200.0,2.9,80,"Chinese,North Indian",Mehdipatnam,49
453413,Baner,Pune,Nashta Am Pm,250.0,2.9,80,"Chinese,Fast Food",Baner,72
453494,Salt Lake,Kolkata,Red Chilly,400.0,2.9,80,"Chinese,Combo",Salt Lake,58
453504,Chembur,Mumbai,Spycey Kitchen,350.0,2.9,80,"Indian,Beverages",Chembur,48
453505,Jadavpur,Kolkata,Bohemian Cafe,300.0,2.9,80,"Continental,Mexican,Chinese",Jadavpur,86
453532,Dumdum,Kolkata,Noni Ramish Nataraj Restaurant,540.0,2.9,80,"Indian,Biryani,Chinese",Dumdum,66
453553,Bibwewadi,Pune,Tea Time Paratha House,250.0,2.9,80,"Indian,Punjabi",Bibwewadi,74
453591,Navrangpura,Ahmedabad,My Sugarpot,250.0,2.9,80,"Beverages,Snacks",Navrangpura,37
453640,Sarthana,Surat,Modi S Punjabi Tadka,250.0,2.9,80,"Punjabi,Indian",Sarthana,63
453658,Andheri East,Mumbai,The Asian Place,400.0,4.7,20,Indian,Andheri East,59
453678,Nungambakkam,Chennai,Wok Of Life,600.0,2.9,80,"Chinese,Combo,Beverages",Nungambakkam,50
453679,Mylapore,Chennai,Creamy Cake Pops,800.0,2.9,80,Bakery,Mylapore,67
453804,Powai,Mumbai,Samaira Caterers,300.0,2.9,80,Chinese  North Indian  Fast Food  Beverages,Powai,52
453805,Shivaji Nagar,Pune,Ronak Pav Bhaji And Juice Bar,200.0,2.9,80,"Street Food,Indian,Beverages,Fast Food,Ice Cream,Pizzas",Shivaji Nagar,51
453913,Central Bangalore,Bangalore,The Baklava Company,300.0,2.9,80,Desserts,Central Bangalore,49
453947,Rajouri Garden,Delhi,Urban Food House,150.0,2.9,80,"Chinese,Continental,Fast Food",Rajouri Garden,74
453959,Central Kolkata,Kolkata,The Red Velvet Bakery,200.0,2.9,80,Bakery  Fast Food  Snacks,Central Kolkata,57
454058,Kothrud,Pune,Atithi Family Restaurant And Bar,200.0,2.9,80,"Indian,Chinese,Desserts",Kothrud,73
454099,Ameerpet,Hyderabad,The Tim Cafe,200.0,2.9,80,Snacks  Mexican  Pizzas  Italian,Ameerpet,74
454101,Nallakunta & Vidyanagar,Hyderabad,Food Studio,220.0,2.9,80,"Indian,Chinese,Arabian,Fast Food",Nallakunta & Vidyanagar,62
454121,Navrangpura,Ahmedabad,Urban Kadhai Co.,200.0,2.9,80,"North Indian,Combo,Kebabs,Biryani,Punjabi,Thalis,Indian,Tandoor",Navrangpura,44
454128,South Kolkata,Kolkata,Zees Kitchen,200.0,2.9,80,Fast Food,South Kolkata,56
454148,R.T. Nagar,Bangalore,Energy Bowls,150.0,2.9,80,"Snacks,Fast Food",R.T. Nagar,62
454166,Swargate,Pune,Rapid Fire,150.0,2.9,80,Chinese,Swargate,48
454171,Navrangpura,Ahmedabad,Oye! Tandoor,200.0,2.9,80,"Indian,Arabian",Navrangpura,44
454179,Santoshnagar & Saidabad,Hyderabad,Saleem Phekus,250.0,2.9,80,"Chinese,Snacks",Santoshnagar & Saidabad,37
454193,Vadapalani,Chennai,Hotel Nava Rusi,250.0,2.9,80,"Indian,Chinese",Vadapalani,81
454265,Dumdum,Kolkata,Mehfil,250.0,2.9,80,"Chinese,North Indian,Tandoor",Dumdum,84
454303,Rohini,Delhi,Lazeez Handi Biryani,350.0,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454311,Rohini,Delhi,Handi Biryani Kingdom,350.0,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454313,Rohini,Delhi,Handi Biryani Wala,350.0,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454321,Rohini,Delhi,Handi Biryani Empire,350.0,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454348,Rohini,Delhi,Handi Biryani,350.0,2.9,80,"Biryani,Chinese,Beverages",Rohini,39
454371,Purasawalkam,Chennai,Le Shawarmez,200.0,2.9,80,"Snacks,Beverages",Purasawalkam,45
454382,Sector V Salt Lake,Kolkata,Awfis Space Solution Private Limited(Kloud Kitchen,500.0,2.9,80,Fast Food  Beverages,Sector V Salt Lake,76
454385,South Kolkata,Kolkata,Snack On Sushi,1000.0,2.9,80,"Chinese,Beverages",South Kolkata,78
454421,Sanitytestarea,Kolkata,K.G.N.Food Plaza,200.0,2.9,80,"Pizzas,Fast Food,Chinese,Pastas,Biryani,Beverages",New Area,94
454439,Ghatkopar Vikhroli,Mumbai,Diptales,200.0,2.9,80,"Desserts,Bakery",Ghatkopar Vikhroli,53
454443,Scruz Bandra East,Mumbai,Delish Munchies,200.0,2.9,80,"Street Food,Fast Food,Snacks,Beverages",Scruz Bandra East,47
454445,Kothrud,Pune,Samarth Pav Bhaji Juice Centre,200.0,2.9,80,"Street Food,Pizzas",Kothrud,52
454448,Frazer Town,Bangalore,Shetty'S Karavali,500.0,2.9,80,"South Indian,Seafood,Biryani,Beverages",Frazer Town,50
454488,Shivaji Nagar,Pune,New Neeta Veg And Nonveg,300.0,2.9,80,"Indian,Biryani",Shivaji Nagar,37
454548,Santoshnagar & Saidabad,Hyderabad,Ms Crunchy Bites,200.0,2.9,80,"Pizzas,Fast Food,Beverages",Santoshnagar & Saidabad,46
454613,Banashankari,Bangalore,Desi Khana,300.0,2.9,80,"North Indian,Chinese,Thalis",Banashankari,68
454615,Perambur,Chennai,Grill It,150.0,2.9,80,"Chinese,Grill,Tandoor",Perambur,57
454650,Himayath Nagar,Hyderabad,Awesome Dimsum,600.0,2.9,80,North Indian,Himayath Nagar,33
454668,Indiranagar,Bangalore,Rollswich Point,400.0,2.9,80,Fast Food,Indiranagar,61
454692,Central Bangalore,Bangalore,Bb Bucket Biryani,700.0,2.9,80,"Biryani,North Indian,Chinese,Seafood",Central Bangalore,36
454746,Kondhwa,Pune,Cafe Al Muhsi,600.0,2.9,80,"Snacks,Pizzas,Beverages",Kothrud,74
454751,Royapettah,Chennai,Sagas Foods,100.0,2.9,80,"Sweets,Beverages,Chaat",Royapettah,54
454875,Perambur,Chennai,The Royal Restaurant,300.0,2.9,80,"Chinese,Indian",Perambur,69
455065,Park Circus,Kolkata,Ammi Jaan,300.0,2.9,80,"Biryani,Arabian,Desserts",New Area,64
455066,Kurla,Mumbai,Manora Chinese And Fast Food,250.0,2.9,80,Chinese,Kurla,37
455121,Kondhwa,Pune,Chinese \Rstation,250.0,2.9,80,Chinese,Kondhwa,75
455145,Camp,Pune,Swad Casa,400.0,2.9,80,"Chinese,North Indian",Camp,34
455205,Salt Lake,Kolkata,Kolkata@91,150.0,2.9,80,"Fast Food,Snacks,Beverages,Pastas",Salt Lake,74
455305,Powai,Mumbai,The Goan Feni Tales,900.0,2.9,80,Goan  Seafood,Powai,53
455315,Royapettah,Chennai,T Shop,150.0,2.9,80,"Beverages,Snacks,Indian,Fast Food",Royapettah,58
455341,Ghatkopar Vikhroli,Mumbai,Kk (Khaokujao),200.0,2.9,80,Indian  Snacks  Fast Food  South Indian  Sweets  Beverages,Ghatkopar Vikhroli,60
455351,Tarnaka Nacharam & Malkajigiri,Hyderabad,Nallibokka Muttonmukka,500.0,2.9,80,"Indian,Chinese,Biryani",Tarnaka Nacharam & Malkajigiri,67
455352,Powai,Mumbai,Rolling Rolls,250.0,2.9,80,"Snacks,Fast Food",Powai,54
455376,Banashankari,Bangalore,Thali Wala,300.0,2.9,80,"Indian,Chinese,Desserts",Banashankari,62
455399,Indiranagar,Bangalore,Vegan Vogue,1000.0,2.9,80,"Healthy Food,Mexican",Indiranagar,65
455414,Kurla East Nehru Nagar,Mumbai,Swage A Stomach Settler,250.0,2.9,80,"Pastas,Pizzas,Beverages",Kurla Mumbai,41
455443,Keshav Puram,Delhi,Mama Chicken,450.0,2.9,80,"Chinese,North Indian,Pastas,Snacks,Mughlai",Keshav Puram,72
455458,Scruz Bandra East,Mumbai,Hurrem'S Turkish Baklava & Confectionery,1600.0,2.9,80,Turkish,Scruz Bandra East,47
455488,Athwa,Surat,Biryani Hazir Ho,350.0,2.9,80,"Biryani,Indian",Athwa,38
455493,Athwa,Surat,Beijing Chicken Lollipop,300.0,2.9,80,"Chinese,Combo,Indian,Fast Food,Beverages",Athwa,37
455494,Kurla,Mumbai,Siddhivinayak Restaurant,200.0,2.9,80,"Chinese,North Indian,Fast Food,Biryani",Kurla,44
455502,Purasawalkam,Chennai,Seiko Grill,200.0,2.9,80,"Chinese,Beverages",Purasawalkam,50
455525,Kondhwa,Pune,Gurukrupa Paratha'S- Since 1985,200.0,2.9,80,"North Indian,Biryani",Kondhwa,72
455620,Lake Market,Kolkata,Old Monks,500.0,2.9,80,"Snacks,Chinese,Indian",Lake Market,76
455621,Kothrud,Pune,Kokan Fresh Fish,350.0,2.9,80,"Maharashtrian,Seafood",Kothrud,55
455646,Paldi & Ambawadi,Ahmedabad,Kd Bhajipavpulav,300.0,2.9,80,"Street Food,Indian",Paldi & Ambawadi,37
455664,Piplod,Surat,Grover'S Chinese,200.0,2.9,80,Chinese,Piplod,57
455672,Alwarpet,Chennai,Juice Box Alwarpet,150.0,2.9,80,"Beverages,Juices,Fast Food,Chinese,Snacks",Alwarpet,64
455877,Salt Lake,Kolkata,Khana Khajana,400.0,2.9,80,"Chinese,Arabian,Mughlai",Salt Lake,83
455890,Borough - Iii,Kolkata,The Brooklyn Creamery - Healthy Ice Cream,200.0,2.9,80,"Desserts,Ice Cream,Healthy Food",Borough - Iii,46
455895,Charminar,Hyderabad,Gharib Nawaz Fast Food & Biryani,200.0,2.9,80,"Chinese,Beverages",Charminar,50
456001,Bandra West,Mumbai,Natures Love Momo,200.0,2.9,80,Chinese,Bandra West,54
456035,Kasba,Kolkata,Cake Wizard,700.0,2.9,80,Bakery,New Area,76
456041,Navrangpura,Ahmedabad,Jahanvee Restaurant,700.0,2.9,80,"North Indian,Chinese,Pizzas,Desserts",Navrangpura,47
456048,Kestopur,Kolkata,Ohh Delicious,400.0,2.9,80,"Indian,North Indian",New Area,80
456060,Maninagar,Ahmedabad,Rasila Fast Food,200.0,2.9,80,"Chinese,Fast Food,Tandoor",Maninagar,44
456090,Adajan,Surat,Mahalaxmi Juice And Fast Food Corner,300.0,2.9,80,"Ice Cream,Beverages,Juices,Pizzas,American,Snacks",Adajan,49
456121,Charminar,Hyderabad,Mashallah Bait Al Mandi The Arabian Restaurant,1600.0,2.9,80,North Indian,Aramghar & Sivarampally,79
456209,Frazer Town,Bangalore,Sree Ganesha Fruit Juice Centre,300.0,2.9,80,"Beverages,Juices,Snacks,Fast Food",Frazer Town,51
456230,Nsp,Delhi,China Gate Fast Food,250.0,2.9,80,Chinese,Nsp,63
456261,Lake Market,Kolkata,L'Instant Cafe,650.0,2.9,80,Indian,Lake Market,71
456394,New Area,Kolkata,Sanjib Da Dhaba 4U,500.0,2.9,80,"North Indian,Biryani,Seafood",New Area,72
456649,Koramangala,Bangalore,English Thyme Restaurant,300.0,2.9,80,Indian,Koramangala,59
456754,Paldi & Ambawadi,Ahmedabad,Kekiz-The Cake Shop,150.0,2.9,80,"Bakery,Desserts",Paldi & Ambawadi,31
456796,Charminar,Hyderabad,A'La Liberty,450.0,4.3,20,"North Indian,Chinese,Biryani",Charminar,41
456806,Lake Town,Kolkata,Aaharadi,300.0,2.9,80,"Chinese,Indian",Lake Town,75
456823,Begampur,Delhi,Pehalwan Ji Delhi 6 Chicken Restaurant,300.0,2.9,80,"North Indian,Seafood,Biryani",Begampur,66
456915,Kothapet & Dilsukhnagar,Hyderabad,Aradhya Chinese Fast Food Center,300.0,2.9,80,Chinese,Kothapet & Dilsukhnagar,61
456943,Egmore,Chennai,K2 Parotta & Biriyani,400.0,2.9,80,"North Indian,Biryani,Chinese",Egmore,49
456957,Adajan,Surat,Raju Omlet,200.0,2.9,80,"Snacks,Indian",Adajan,51
456986,Somwarpeth,Pune,Domino'S Pizza,400.0,2.9,80,Pizzas,Pune,30
457069,Himayath Nagar,Hyderabad,Kwality Wall S Frozen Dessert & Ice Cream Shop,200.0,2.9,80,"Ice Cream,Desserts",Himayath Nagar,36
457079,Salt Lake,Kolkata,Cakes By Mama Mia!,300.0,2.9,80,"Bakery,Desserts",Salt Lake,69
457158,Scruz Bandra East,Mumbai,Tonic Rest-O-Bar,400.0,2.9,80,Indian  Chinese,Scruz Bandra East,40
457186,Kurla,Mumbai,Cafe 9/10,400.0,2.9,80,"Chinese,Indian,Biryani",Kurla,39
457249,Sarat Park,Kolkata,Reggae Cafe And Lounge,400.0,2.9,80,Pizzas  Chinese  Pastas  Beverages,Sarat Park,75
457258,Shivaji Nagar,Pune,The Deccan Spice Restaurant,500.0,2.9,80,"North Indian,Malwani,Desserts,Chinese",Shivaji Nagar,37
457320,South Kolkata,Kolkata,Ahar Amaze,200.0,2.9,80,"Indian,Chinese",South Kolkata,81
457322,Dumdum,Kolkata,Appayan,300.0,2.9,80,"Chinese,Combo",Dumdum,76
457462,Navrangpura,Ahmedabad,Mumbaiya Misal And Vadapav,150.0,2.9,80,Snacks,Navrangpura,36
457485,Dindoli,Surat,Aagman Punjabi And Chinese Food Corner,300.0,2.9,80,"North Indian,Chinese,Thalis",Dindoli,65
457540,Dumdum,Kolkata,Madhu'S Biryani,260.0,2.9,80,Biryani,Dumdum,70
457542,Rohini,Delhi,Shahi Tandoor,300.0,2.9,80,"Tandoor,Indian",Rohini,47
